Sample,Pressure (kPa),EXP_ADS (mL/g),Langmuir_ADS (mL/g),Temparature ©,Depth (m),Moisture (%),VM(%),Ash (%),FC (%),Vitrinite (%),Semi- vitrinite (%),Liptinite (%),Inertinite (%),Mineral matter (%),Mean Ro (%),Max. EXP Pressure (kPa),Lan. Vol. Con. VL (mL/g),Lan. Pres. Con. PL (kPa),Correlation coefficient (R^2)
,2767.767266,8.998431129,12.05797121,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,3727.613723,10.41264494,14.02629301,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,4736.879619,11.62437882,15.58981453,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,5696.16861,12.36405772,16.75126443,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,6704.988532,13.03616367,17.7327744,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,7713.808454,13.70826962,18.5347243,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,8689.514845,14.31300172,19.18212825,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,9714.668546,14.74898063,19.75788682,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,10706.73659,15.15131244,20.23490584,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,11715.41714,15.65478466,20.65535183,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,12690.81693,15.88852255,21.01152663,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
BH A/31,356.763285,2,2.488087789,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,831.7966017,3.896551724,5.143131556,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,1713.005997,6.24137931,8.750848687,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,2729.71431,8.862068966,11.61539659,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,3728.494086,10.27586207,13.62897148,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,4693.165917,11.34482759,15.09944,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,5792.666167,11.89655172,16.39732543,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,6723.463268,12.89655172,17.27477141,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,7755.418124,13.55172414,18.07575338,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,8719.681826,14.13793103,18.70048102,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,9768.369982,14.5862069,19.27570673,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,10749.25037,14.82758621,19.73632803,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,11747.12644,15.17241379,20.14353998,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
,12744.91504,15.4137931,20.50025098,30,1035.63,2.4,37.4,21.7,62.6,70.8,0,5.1,7.7,16.4,0.86,12744.91504,19.59863789,3452.748406,0.998651932
BH A/32,354.5277048,1.86441031,2.376087532,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,785.5180106,3.383208755,4.734558907,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,1693.153476,5.902558285,8.419827957,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,2707.820676,7.868966706,11.26290394,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,3706.845387,9.455448263,13.27945906,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,4720.95582,10.69646946,14.8248923,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,5765.158158,11.14294317,16.06247733,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,6748.195717,11.90044863,16.99698554,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,7746.584124,12.65791622,17.77879952,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,8760.031739,13.03538119,18.44212432,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,9742.777659,13.41292191,18.98835817,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,10771.49658,13.68672225,19.47952745,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,11784.97071,14.09872947,19.89874523,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
,12706.31324,14.4764217,20.23434006,30,1098.01,1.6,37.8,26.8,62.2,63.2,0,8.8,13.4,14.6,0.77,12706.31324,18.2733987,3507.806815,0.999063299
BH A/34,334.7826087,2.529059829,3.182234899,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,821.7391304,4.989409142,6.716300254,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,1689.130435,7.961649944,11.04787271,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,2693.478261,10.42073579,14.3075084,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,3667.391304,12.09357116,16.47902923,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,4580.434783,13.11698253,17.98375899,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,5782.608696,13.96874768,19.46819641,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,6726.086957,14.85533259,20.36668073,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,7745.652174,15.29728725,21.1543302,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,8719.565217,15.87610554,21.77482806,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,9647.826087,16.38665923,22.27478536,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,10682.6087,16.6918246,22.75007417,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,11717.3913,16.8260498,23.15691382,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
,12691.30435,17.16555184,23.48969594,30,1122.95,2.2,36.4,24.5,63.6,70.8,0,7.4,4.7,17.1,0.84,12691.30435,20.69769904,2649.55745,0.99938992
BH B/11,364.92891,1.353637902,1.600892378,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,845.971564,3.011844332,3.399273696,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,1791.469194,4.162436548,6.177971629,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,2753.554502,5.51607445,8.29867015,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,3699.052133,6.497461929,9.919282026,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,4710.900474,7.58037225,11.29959699,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,5689.57346,8.663282572,12.38318239,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,6718.009479,9.475465313,13.32477507,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,7696.682464,10.01692047,14.07778663,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,8708.530806,10.65989848,14.74226286,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,9703.791469,11.16751269,15.30588366,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,10732.22749,11.43824027,15.81278892,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,11744.07583,11.77664975,16.25030152,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
,12739.33649,12.04737733,16.63161395,30,505.69,2.6,43.8,25,56.2,60.4,0,8.1,11.6,19.8,0.68,12739.33649,17.63747435,5852.274404,0.993872839
BH B/12,389.8509079,1.137931034,1.198551472,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,846.9265367,1.793103448,2.44610204,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,1727.40713,3.275862069,4.467923162,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,2726.041146,4.517241379,6.303960709,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,3656.896552,5.586206897,7.696576659,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,4706.167749,6.724137931,8.993858878,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,5704.277028,7.344827586,10.02422106,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,6736.202732,7.965517241,10.92855578,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,7717.520406,8.724137931,11.66846113,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,8749.44611,9.344827586,12.34514032,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,9696.626687,9.724137931,12.89128395,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,10694.56105,10.13793103,13.40235191,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,11709.28702,10.4137931,13.8652079,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
,12724.1296,10.82758621,14.27975159,30,566.115,2.9,43,23.2,57,59.6,0,5.4,20.6,14.4,0.64,12724.1296,17.1368403,7459.061325,0.998874918
BH B/18,387.2140709,1.337907376,1.579429088,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,858.0154744,2.264150943,3.231188043,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,1749.143395,3.97941681,5.751514261,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,2707.388806,5.660377358,7.83385138,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,3715.907548,7.238421955,9.546079505,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,4757.279597,7.958833619,10.95286518,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,5731.793296,9.022298456,12.02824413,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,6706.249409,10.01715266,12.92865438,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,7680.27362,10.4974271,13.69331382,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,8721.415321,10.94339623,14.39299251,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,9745.568897,11.14922813,14.98662643,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,10702.63378,11.42367067,15.47258944,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,11710.23113,11.90394511,15.92503581,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
,12734.52867,12.2813036,16.33309147,30,756.69,2.7,44.8,22.4,55.2,57.7,0,10,13,19.2,0.74,12734.52867,17.70937505,5575.562956,0.997376499
BH B/20,440.1451028,1.83074266,2.107111151,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,880.2902056,3.385146805,3.863339313,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,1777.509069,5.319516408,6.669062815,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,2776.299879,7.530224525,8.967901407,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,3792.019347,8.946459413,10.73123216,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,4773.881499,10.25906736,12.06486715,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,6754.534462,11.88255613,14.04101211,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,7787.182588,12.5388601,14.81669242,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,8718.258767,13.12607945,15.41143062,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,9784.764208,13.57512953,15.99677976,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,10800.48368,13.98963731,16.47791999,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,11714.6312,14.36960276,16.85910685,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
,12781.13664,14.47322971,17.25257536,30,916.17,1.6,40.7,13.7,59.3,61.45,0,9.3,16.8,12.4,0.74,12781.13664,19.87508184,4562.980172,0.999310944
BH B/22,348.5004141,1.685540902,1.816016384,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12781.13664,19.28329166,4331.001416,0.99859584
,861.9831486,2.999649592,4.039503004,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,1723.40883,5.324724452,6.909351835,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,2749.956199,7.447040647,9.40531842,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,3726.331549,8.861214641,11.18227229,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,4719.124299,10.14044183,12.59188407,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,5744.723974,11.11604867,13.75365114,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,6720.458238,11.75450752,14.65707569,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,7745.779179,12.3928469,15.44789166,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,8771.239488,13.19982002,16.11413365,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,9763.168164,13.43351809,16.6657322,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,10738.59582,13.70098273,17.13690101,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,11747.08126,13.96836774,17.56357929,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
,12772.03985,14.16825943,17.94538726,30,1019.88,1.8,43.9,17.5,56.1,74.5,0,7.3,9,9.2,0.79,12772.03985,19.28329166,4331.001416,0.99859584
BH B/24,339.0177805,1.657194692,2.305203341,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,785.6505741,3.55592,4.781489813,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,1662.584343,6.07534528,8.389717851,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,2677.251543,8.041753701,11.27997032,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,3676.382305,9.766404254,13.32398655,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,4675.088865,10.93837882,14.86598902,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,5688.881145,11.76489303,16.08733854,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,6656.461806,12.38426737,17.02493567,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,7700.796706,13.00345233,17.85464725,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,8714.32386,13.48454405,18.52388287,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,9712.288064,13.68933565,19.0822913,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,10695.11352,14.17050312,19.55532794,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,11708.37555,14.30617234,19.97887888,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
,12706.4458,14.64913294,20.34420603,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,12706.4458,18.57216198,3358.261657,0.999476076
BH B/27,410.8695652,1.742549238,2.762519354,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,1704.347826,5.80776663,8.527894338,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,2663.043478,8.164399851,11.20108279,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,3652.173913,9.495317726,13.19213388,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,4686.956522,10.75774805,14.75067065,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,5691.304348,11.64418432,15.92227735,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,6680.434783,12.49646971,16.84685758,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,7715.217391,12.90419918,17.63722471,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,8704.347826,13.51716834,18.26589637,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,9693.478261,13.92500929,18.79923412,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,10728.26087,14.36692679,19.27698659,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,11732.6087,14.50122631,19.67800465,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
,12721.73913,14.77231512,20.02396564,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,12721.73913,19.28185966,3751.958553,0.999106421
BH C/5,374.0019801,0.941697367,0.908425763,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12721.73913,15.41350187,9682.606919,0.992717228
,850.6210138,1.77912051,1.942539353,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,1703.383601,2.30389095,3.513968893,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,2726.163312,3.247202995,5.039649491,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,3664.053437,3.911558122,6.184312537,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,4737.873979,4.959526814,7.272516059,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,5692.658738,5.728453606,8.086883295,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,6716.03333,6.323335075,8.834948474,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,7705.261727,6.918131562,9.459881781,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,8728.695807,7.478169975,10.02431304,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,9752.665281,7.724620869,10.5205091,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,10673.95821,8.110189045,10.91814172,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
