Sample,Pressure (kPa),EXP_ADS (mL/g),Langmuir_ADS (mL/g),Temparature ©,Depth (m),Moisture (%),VM(%),Ash (%),FC (%),Vitrinite (%),Semi- vitrinite (%),Liptinite (%),Inertinite (%),Mineral matter (%),Mean Ro (%),Max. EXP Pressure (kPa),Lan. Vol. Con. VL (mL/g),Lan. Pres. Con. PL (kPa),Correlation coefficient (R^2)
,851.2486428,3.686006826,4.450853899,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,1656.89468,6.006825939,7.374319197,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,2675.352877,7.610921502,10.02214639,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,3663.409338,9.078498294,11.89641496,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,4681.867535,10.51194539,13.36904959,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,5685.124864,11.53583618,14.5091282,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,6673.181325,12.21843003,15.41758933,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,7661.237785,12.93515358,16.16884017,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,8694.896851,13.72013652,16.82717014,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,9682.953312,14.2662116,17.36180235,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,10686.21064,14.64163823,17.82982005,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,11689.46797,14.94880546,18.23704562,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
,12692.7253,15.01706485,18.5946014,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
